#  Table WFC3.IR.G102.1st.sens.2.fits[1]  Tue 03:24:08 11-Jan-2011

# row      WAVELENGTH     SENSITIVITY           ERROR
#                                                    

 1304           8753.     4.487252E15     6.492176E13
 1305           8754.     4.492127E15     6.479689E13
 1306           8755.     4.496947E15     6.467080E13
 1307           8756.     4.501710E15     6.454349E13
 1308           8757.     4.506418E15     6.441496E13
 1309           8758.     4.511070E15     6.428525E13
 1310           8759.     4.515666E15     6.415432E13
 1311           8760.     4.520169E15     6.417434E13
 1312           8761.     4.524611E15     6.419342E13
 1313           8762.     4.528995E15     6.421159E13
 1314           8763.     4.533320E15     6.422884E13
 1315           8764.     4.537586E15     6.424517E13
 1316           8765.     4.541794E15     6.426059E13
 1317           8766.     4.545942E15     6.427510E13
 1318           8767.     4.550032E15     6.428869E13
 1319           8768.     4.554063E15     6.430137E13
 1320           8769.     4.558035E15     6.431314E13
 1321           8770.     4.561948E15     6.432400E13
 1322           8771.     4.565803E15     6.433397E13
 1323           8772.     4.569598E15     6.434303E13
 1324           8773.     4.573334E15     6.435117E13
 1325           8774.     4.577012E15     6.435843E13
 1326           8775.     4.580631E15     6.436479E13
 1327           8776.     4.584191E15     6.437024E13
 1328           8777.     4.587692E15     6.437481E13
 1329           8778.     4.591135E15     6.437848E13
 1330           8779.     4.594518E15     6.438125E13
 1331           8780.     4.597843E15     6.438314E13
 1332           8781.     4.601109E15     6.438414E13
 1333           8782.     4.604316E15     6.438425E13
 1334           8783.     4.607464E15     6.438349E13
 1335           8784.     4.611076E15     6.431621E13
 1336           8785.     4.614671E15     6.424852E13
 1337           8786.     4.618248E15     6.418039E13
 1338           8787.     4.621808E15     6.411185E13
 1339           8788.     4.625352E15     6.404290E13
 1340           8789.     4.628879E15     6.397353E13
 1341           8790.     4.632389E15     6.390374E13
 1342           8791.     4.635881E15     6.383353E13
 1343           8792.     4.639357E15     6.376292E13
 1344           8793.     4.642815E15     6.369189E13
 1345           8794.     4.646256E15     6.362045E13
 1346           8795.     4.649681E15     6.354862E13
 1347           8796.     4.653087E15     6.347635E13
 1348           8797.     4.656477E15     6.340370E13
 1349           8798.     4.659851E15     6.333063E13
 1350           8799.     4.663207E15     6.325717E13
 1351           8800.     4.666546E15     6.318330E13
 1352           8801.     4.669867E15     6.310902E13
 1353           8802.     4.673173E15     6.303436E13
 1354           8803.     4.676460E15     6.295928E13
 1355           8804.     4.679732E15     6.288383E13
 1356           8805.     4.682985E15     6.280796E13
 1357           8806.     4.686222E15     6.273171E13
 1358           8807.     4.689442E15     6.265506E13
 1359           8808.     4.693109E15     6.247106E13
 1360           8809.     4.696795E15     6.228696E13
 1361           8810.     4.700501E15     6.210276E13
 1362           8811.     4.704228E15     6.191846E13
 1363           8812.     4.707975E15     6.173405E13
 1364           8813.     4.711741E15     6.154953E13
 1365           8814.     4.715529E15     6.136490E13
 1366           8815.     4.719335E15     6.118015E13
 1367           8816.     4.723162E15     6.099528E13
 1368           8817.     4.727010E15     6.081030E13
 1369           8818.     4.730876E15     6.062518E13
 1370           8819.     4.734764E15     6.043994E13
 1371           8820.     4.738671E15     6.025457E13
 1372           8821.     4.742598E15     6.006906E13
 1373           8822.     4.746546E15     5.988341E13
 1374           8823.     4.750513E15     5.969763E13
 1375           8824.     4.754501E15     5.951171E13
 1376           8825.     4.758508E15     5.932564E13
 1377           8826.     4.762536E15     5.913942E13
 1378           8827.     4.766583E15     5.895304E13
 1379           8828.     4.770651E15     5.876651E13
 1380           8829.     4.774739E15     5.857983E13
 1381           8830.     4.778846E15     5.839298E13
 1382           8831.     4.782974E15     5.820598E13
 1383           8832.     4.787181E15     5.802862E13
 1384           8833.     4.791412E15     5.785114E13
 1385           8834.     4.795668E15     5.767356E13
 1386           8835.     4.799950E15     5.749588E13
 1387           8836.     4.804256E15     5.731809E13
 1388           8837.     4.808586E15     5.714017E13
 1389           8838.     4.812942E15     5.696215E13
 1390           8839.     4.817322E15     5.678399E13
 1391           8840.     4.821727E15     5.660570E13
 1392           8841.     4.826157E15     5.642729E13
 1393           8842.     4.830611E15     5.624874E13
 1394           8843.     4.835090E15     5.607004E13
 1395           8844.     4.839594E15     5.589122E13
 1396           8845.     4.844123E15     5.571224E13
 1397           8846.     4.848677E15     5.553312E13
 1398           8847.     4.853255E15     5.535385E13
 1399           8848.     4.857858E15     5.517442E13
 1400           8849.     4.862486E15     5.499482E13
 1401           8850.     4.867139E15     5.481507E13
 1402           8851.     4.871816E15     5.463515E13
 1403           8852.     4.876518E15     5.445505E13
 1404           8853.     4.881245E15     5.427479E13
 1405           8854.     4.885996E15     5.409435E13
 1406           8855.     4.890773E15     5.391372E13
 1407           8856.     4.895161E15     5.377037E13
 1408           8857.     4.899541E15     5.362658E13
 1409           8858.     4.903913E15     5.348236E13
 1410           8859.     4.908275E15     5.333770E13
 1411           8860.     4.912630E15     5.319261E13
 1412           8861.     4.916977E15     5.304709E13
 1413           8862.     4.921316E15     5.290115E13
 1414           8863.     4.925646E15     5.275478E13
 1415           8864.     4.929969E15     5.260798E13
 1416           8865.     4.934282E15     5.246074E13
 1417           8866.     4.938587E15     5.231310E13
 1418           8867.     4.942885E15     5.216502E13
 1419           8868.     4.947173E15     5.201651E13
 1420           8869.     4.951454E15     5.186759E13
 1421           8870.     4.955727E15     5.171825E13
 1422           8871.     4.959990E15     5.156848E13
 1423           8872.     4.964246E15     5.141829E13
 1424           8873.     4.968493E15     5.126768E13
 1425           8874.     4.972733E15     5.111666E13
 1426           8875.     4.976963E15     5.096521E13
 1427           8876.     4.981187E15     5.081336E13
 1428           8877.     4.985401E15     5.066109E13
 1429           8878.     4.989606E15     5.050840E13
 1430           8879.     4.993805E15     5.035530E13
 1431           8880.     4.997613E15     5.026949E13
 1432           8881.     5.001384E15     5.018312E13
 1433           8882.     5.005115E15     5.009615E13
 1434           8883.     5.008808E15     5.000862E13
 1435           8884.     5.012461E15     4.992051E13
 1436           8885.     5.016077E15     4.983183E13
 1437           8886.     5.019653E15     4.974260E13
 1438           8887.     5.023191E15     4.965280E13
 1439           8888.     5.026690E15     4.956245E13
 1440           8889.     5.030150E15     4.947155E13
 1441           8890.     5.033572E15     4.938009E13
 1442           8891.     5.036955E15     4.928808E13
 1443           8892.     5.040299E15     4.919553E13
 1444           8893.     5.043604E15     4.910243E13
 1445           8894.     5.046871E15     4.900879E13
 1446           8895.     5.050099E15     4.891462E13
 1447           8896.     5.053287E15     4.881990E13
 1448           8897.     5.056438E15     4.872466E13
 1449           8898.     5.059550E15     4.862889E13
 1450           8899.     5.062622E15     4.853259E13
 1451           8900.     5.065656E15     4.843577E13
 1452           8901.     5.068653E15     4.833844E13
 1453           8902.     5.071609E15     4.824058E13
 1454           8903.     5.074527E15     4.814220E13
 1455           8904.     5.077730E15     4.818617E13
 1456           8905.     5.080922E15     4.823003E13
 1457           8906.     5.084100E15     4.827378E13
 1458           8907.     5.087265E15     4.831744E13
 1459           8908.     5.090418E15     4.836099E13
 1460           8909.     5.093558E15     4.840443E13
 1461           8910.     5.096686E15     4.844778E13
 1462           8911.     5.099799E15     4.849100E13
 1463           8912.     5.102901E15     4.853413E13
 1464           8913.     5.105989E15     4.857715E13
 1465           8914.     5.109065E15     4.862008E13
 1466           8915.     5.112129E15     4.866289E13
 1467           8916.     5.115179E15     4.870560E13
 1468           8917.     5.118217E15     4.874821E13
 1469           8918.     5.121242E15     4.879070E13
 1470           8919.     5.124255E15     4.883310E13
 1471           8920.     5.127254E15     4.887538E13
 1472           8921.     5.130240E15     4.891756E13
 1473           8922.     5.133214E15     4.895964E13
 1474           8923.     5.136175E15     4.900161E13
 1475           8924.     5.139123E15     4.904347E13
 1476           8925.     5.142059E15     4.908523E13
 1477           8926.     5.144982E15     4.912688E13
 1478           8927.     5.147891E15     4.916842E13
 1479           8928.     5.151352E15     4.926275E13
 1480           8929.     5.154844E15     4.935747E13
 1481           8930.     5.158370E15     4.945258E13
 1482           8931.     5.161927E15     4.954809E13
 1483           8932.     5.165517E15     4.964399E13
 1484           8933.     5.169140E15     4.974029E13
 1485           8934.     5.172794E15     4.983698E13
 1486           8935.     5.176480E15     4.993407E13
 1487           8936.     5.180200E15     5.003157E13
 1488           8937.     5.183950E15     5.012945E13
 1489           8938.     5.187734E15     5.022775E13
 1490           8939.     5.191550E15     5.032646E13
 1491           8940.     5.195399E15     5.042556E13
 1492           8941.     5.199279E15     5.052506E13
 1493           8942.     5.203192E15     5.062498E13
 1494           8943.     5.207137E15     5.072530E13
 1495           8944.     5.211114E15     5.082603E13
 1496           8945.     5.215123E15     5.092717E13
 1497           8946.     5.219165E15     5.102872E13
 1498           8947.     5.223240E15     5.113069E13
 1499           8948.     5.227347E15     5.123307E13
 1500           8949.     5.231485E15     5.133586E13
 1501           8950.     5.235656E15     5.143907E13
 1502           8951.     5.239859E15     5.154269E13
 1503           8952.     5.244113E15     5.162023E13
 1504           8953.     5.248401E15     5.169816E13
 1505           8954.     5.252723E15     5.177648E13
 1506           8955.     5.257078E15     5.185518E13
 1507           8956.     5.261468E15     5.193429E13
 1508           8957.     5.265890E15     5.201378E13
 1509           8958.     5.270347E15     5.209368E13
 1510           8959.     5.274838E15     5.217396E13
 1511           8960.     5.279361E15     5.225464E13
 1512           8961.     5.283919E15     5.233571E13
 1513           8962.     5.288511E15     5.241719E13
 1514           8963.     5.293136E15     5.249905E13
 1515           8964.     5.297796E15     5.258133E13
 1516           8965.     5.302489E15     5.266400E13
 1517           8966.     5.307216E15     5.274706E13
 1518           8967.     5.311976E15     5.283053E13
 1519           8968.     5.316770E15     5.291439E13
 1520           8969.     5.321598E15     5.299866E13
 1521           8970.     5.326461E15     5.308334E13
 1522           8971.     5.331356E15     5.316841E13
 1523           8972.     5.336285E15     5.325388E13
 1524           8973.     5.341248E15     5.333977E13
 1525           8974.     5.346245E15     5.342605E13
 1526           8975.     5.351276E15     5.351275E13
 1527           8976.     5.355636E15     5.355635E13
 1528           8977.     5.359973E15     5.359972E13
 1529           8978.     5.364289E15     5.364288E13
 1530           8979.     5.368581E15     5.368580E13
 1531           8980.     5.372851E15     5.372849E13
 1532           8981.     5.377098E15     5.377097E13
 1533           8982.     5.381323E15     5.381322E13
 1534           8983.     5.385525E15     5.385525E13
 1535           8984.     5.389704E15     5.389703E13
 1536           8985.     5.393862E15     5.393861E13
 1537           8986.     5.397996E15     5.397995E13
 1538           8987.     5.402108E15     5.402107E13
 1539           8988.     5.406197E15     5.406196E13
 1540           8989.     5.410264E15     5.410263E13
 1541           8990.     5.414308E15     5.414307E13
 1542           8991.     5.418329E15     5.418328E13
 1543           8992.     5.422328E15     5.422327E13
 1544           8993.     5.426305E15     5.426304E13
 1545           8994.     5.430258E15     5.430258E13
 1546           8995.     5.434190E15     5.434189E13
 1547           8996.     5.438098E15     5.438098E13
 1548           8997.     5.441984E15     5.441984E13
 1549           8998.     5.445848E15     5.445848E13
 1550           8999.     5.449689E15     5.449689E13
 1551           9000.     5.452801E15     5.452801E13
 1552           9001.     5.455836E15     5.455836E13
 1553           9002.     5.458790E15     5.458790E13
 1554           9003.     5.461667E15     5.461667E13
 1555           9004.     5.464463E15     5.464463E13
 1556           9005.     5.467181E15     5.467181E13
 1557           9006.     5.469819E15     5.469820E13
 1558           9007.     5.472380E15     5.472380E13
 1559           9008.     5.474861E15     5.474861E13
 1560           9009.     5.477262E15     5.477263E13
 1561           9010.     5.479586E15     5.479586E13
 1562           9011.     5.481829E15     5.481830E13
 1563           9012.     5.483994E15     5.483995E13
 1564           9013.     5.486080E15     5.486081E13
 1565           9014.     5.488087E15     5.488087E13
 1566           9015.     5.490015E15     5.490016E13
 1567           9016.     5.491864E15     5.491864E13
 1568           9017.     5.493633E15     5.493634E13
 1569           9018.     5.495324E15     5.495325E13
 1570           9019.     5.496936E15     5.496937E13
 1571           9020.     5.498469E15     5.498470E13
 1572           9021.     5.499923E15     5.499924E13
 1573           9022.     5.501297E15     5.501298E13
 1574           9023.     5.502593E15     5.502594E13
 1575           9024.     5.504258E15     5.504260E13
 1576           9025.     5.505880E15     5.505882E13
 1577           9026.     5.507460E15     5.507461E13
 1578           9027.     5.508996E15     5.508997E13
 1579           9028.     5.510488E15     5.510490E13
 1580           9029.     5.511937E15     5.511938E13
 1581           9030.     5.513344E15     5.513345E13
 1582           9031.     5.514707E15     5.514708E13
 1583           9032.     5.516028E15     5.516029E13
 1584           9033.     5.517304E15     5.517305E13
 1585           9034.     5.518539E15     5.518539E13
 1586           9035.     5.519729E15     5.519730E13
 1587           9036.     5.520877E15     5.520878E13
 1588           9037.     5.521981E15     5.521982E13
 1589           9038.     5.523042E15     5.523043E13
 1590           9039.     5.524061E15     5.524062E13
 1591           9040.     5.525036E15     5.525037E13
 1592           9041.     5.525968E15     5.525969E13
 1593           9042.     5.526857E15     5.526857E13
 1594           9043.     5.527703E15     5.527703E13
 1595           9044.     5.528506E15     5.528506E13
 1596           9045.     5.529265E15     5.529265E13
 1597           9046.     5.529981E15     5.529981E13
 1598           9047.     5.530654E15     5.530655E13
 1599           9048.     5.532264E15     5.532264E13
 1600           9049.     5.533909E15     5.533909E13
 1601           9050.     5.535588E15     5.535588E13
 1602           9051.     5.537303E15     5.537303E13
 1603           9052.     5.539052E15     5.539053E13
 1604           9053.     5.540837E15     5.540838E13
 1605           9054.     5.542658E15     5.542658E13
 1606           9055.     5.544513E15     5.544514E13
 1607           9056.     5.546404E15     5.546405E13
 1608           9057.     5.548330E15     5.548331E13
 1609           9058.     5.550292E15     5.550292E13
 1610           9059.     5.552287E15     5.552287E13
 1611           9060.     5.554319E15     5.554319E13
 1612           9061.     5.556386E15     5.556386E13
 1613           9062.     5.558488E15     5.558488E13
 1614           9063.     5.560625E15     5.560625E13
 1615           9064.     5.562797E15     5.562796E13
 1616           9065.     5.565004E15     5.565004E13
 1617           9066.     5.567247E15     5.567246E13
 1618           9067.     5.569525E15     5.569525E13
 1619           9068.     5.571838E15     5.571838E13
 1620           9069.     5.574186E15     5.574186E13
 1621           9070.     5.576569E15     5.576569E13
 1622           9071.     5.578988E15     5.578988E13
 1623           9072.     5.581920E15     5.581920E13
 1624           9073.     5.584925E15     5.584925E13
 1625           9074.     5.588004E15     5.588004E13
 1626           9075.     5.591156E15     5.591156E13
 1627           9076.     5.594381E15     5.594381E13
 1628           9077.     5.597680E15     5.597680E13
 1629           9078.     5.601052E15     5.601052E13
 1630           9079.     5.604499E15     5.604499E13
 1631           9080.     5.608018E15     5.608018E13
 1632           9081.     5.611610E15     5.611611E13
 1633           9082.     5.615277E15     5.615277E13
 1634           9083.     5.619017E15     5.619017E13
 1635           9084.     5.622829E15     5.622829E13
 1636           9085.     5.626715E15     5.626716E13
 1637           9086.     5.630675E15     5.630676E13
 1638           9087.     5.634709E15     5.634709E13
 1639           9088.     5.638815E15     5.638816E13
 1640           9089.     5.642995E15     5.642996E13
 1641           9090.     5.647249E15     5.647250E13
 1642           9091.     5.651576E15     5.651577E13
 1643           9092.     5.655977E15     5.655978E13
 1644           9093.     5.660450E15     5.660451E13
 1645           9094.     5.664997E15     5.664999E13
 1646           9095.     5.669618E15     5.669619E13
 1647           9096.     5.674028E15     5.674029E13
 1648           9097.     5.678490E15     5.678490E13
 1649           9098.     5.683001E15     5.683002E13
 1650           9099.     5.687563E15     5.687563E13
 1651           9100.     5.692176E15     5.692176E13
 1652           9101.     5.696840E15     5.696841E13
 1653           9102.     5.701554E15     5.701554E13
 1654           9103.     5.706320E15     5.706321E13
 1655           9104.     5.711136E15     5.711136E13
 1656           9105.     5.716002E15     5.716002E13
 1657           9106.     5.720920E15     5.720920E13
 1658           9107.     5.725888E15     5.725888E13
 1659           9108.     5.730906E15     5.730906E13
 1660           9109.     5.735976E15     5.735976E13
 1661           9110.     5.741097E15     5.741097E13
 1662           9111.     5.746267E15     5.746267E13
 1663           9112.     5.751488E15     5.751488E13
 1664           9113.     5.756761E15     5.756760E13
 1665           9114.     5.762084E15     5.762083E13
 1666           9115.     5.767458E15     5.767457E13
 1667           9116.     5.772883E15     5.772881E13
 1668           9117.     5.778357E15     5.778356E13
 1669           9118.     5.783884E15     5.783883E13
 1670           9119.     5.789460E15     5.789459E13
 1671           9120.     5.794452E15     5.794450E13
 1672           9121.     5.799443E15     5.799442E13
 1673           9122.     5.804434E15     5.804433E13
 1674           9123.     5.809426E15     5.809425E13
 1675           9124.     5.814417E15     5.814416E13
 1676           9125.     5.819408E15     5.819407E13
 1677           9126.     5.824399E15     5.824398E13
 1678           9127.     5.829389E15     5.829388E13
 1679           9128.     5.834380E15     5.834380E13
 1680           9129.     5.839370E15     5.839369E13
 1681           9130.     5.844361E15     5.844360E13
 1682           9131.     5.849351E15     5.849351E13
 1683           9132.     5.854341E15     5.854341E13
 1684           9133.     5.859331E15     5.859331E13
 1685           9134.     5.864320E15     5.864320E13
 1686           9135.     5.869309E15     5.869309E13
 1687           9136.     5.874299E15     5.874298E13
 1688           9137.     5.879288E15     5.879288E13
 1689           9138.     5.884277E15     5.884277E13
 1690           9139.     5.889266E15     5.889265E13
 1691           9140.     5.894255E15     5.894255E13
 1692           9141.     5.899244E15     5.899244E13
 1693           9142.     5.904232E15     5.904233E13
 1694           9143.     5.909221E15     5.909221E13
 1695           9144.     5.914116E15     5.914117E13
 1696           9145.     5.919003E15     5.919004E13
 1697           9146.     5.923882E15     5.923883E13
 1698           9147.     5.928755E15     5.928755E13
 1699           9148.     5.933620E15     5.933620E13
 1700           9149.     5.938477E15     5.938477E13
 1701           9150.     5.943326E15     5.943327E13
 1702           9151.     5.948168E15     5.948168E13
 1703           9152.     5.953003E15     5.953003E13
 1704           9153.     5.957829E15     5.957830E13
 1705           9154.     5.962648E15     5.962649E13
 1706           9155.     5.967460E15     5.967459E13
 1707           9156.     5.972264E15     5.972264E13
 1708           9157.     5.977060E15     5.977060E13
 1709           9158.     5.981849E15     5.981849E13
 1710           9159.     5.986630E15     5.986630E13
 1711           9160.     5.991403E15     5.991403E13
 1712           9161.     5.996169E15     5.996169E13
 1713           9162.     6.000927E15     6.000927E13
 1714           9163.     6.005678E15     6.005678E13
 1715           9164.     6.010421E15     6.010421E13
 1716           9165.     6.015158E15     6.015157E13
 1717           9166.     6.019885E15     6.019885E13
 1718           9167.     6.024605E15     6.024605E13
 1719           9168.     6.029386E15     6.029386E13
 1720           9169.     6.034164E15     6.034164E13
 1721           9170.     6.038941E15     6.038941E13
 1722           9171.     6.043715E15     6.043715E13
 1723           9172.     6.048487E15     6.048486E13
 1724           9173.     6.053257E15     6.053256E13
 1725           9174.     6.058025E15     6.058024E13
 1726           9175.     6.062790E15     6.062789E13
 1727           9176.     6.067553E15     6.067553E13
 1728           9177.     6.072315E15     6.072314E13
 1729           9178.     6.077074E15     6.077073E13
 1730           9179.     6.081830E15     6.081829E13
 1731           9180.     6.086585E15     6.086584E13
 1732           9181.     6.091338E15     6.091337E13
 1733           9182.     6.096089E15     6.096087E13
 1734           9183.     6.100837E15     6.100835E13
 1735           9184.     6.105583E15     6.105581E13
 1736           9185.     6.110326E15     6.110325E13
 1737           9186.     6.115068E15     6.115067E13
 1738           9187.     6.119808E15     6.119806E13
 1739           9188.     6.124544E15     6.124542E13
 1740           9189.     6.129280E15     6.129278E13
 1741           9190.     6.134013E15     6.134011E13
 1742           9191.     6.138744E15     6.138742E13
 1743           9192.     6.143432E15     6.143430E13
 1744           9193.     6.148114E15     6.148112E13
 1745           9194.     6.152790E15     6.152789E13
 1746           9195.     6.157462E15     6.157461E13
 1747           9196.     6.162127E15     6.162126E13
 1748           9197.     6.166788E15     6.166787E13
 1749           9198.     6.171443E15     6.171442E13
 1750           9199.     6.176092E15     6.176091E13
 1751           9200.     6.180737E15     6.180737E13
 1752           9201.     6.185375E15     6.185375E13
 1753           9202.     6.190008E15     6.190008E13
 1754           9203.     6.194636E15     6.194636E13
 1755           9204.     6.199258E15     6.199258E13
 1756           9205.     6.203874E15     6.203875E13
 1757           9206.     6.208486E15     6.208486E13
 1758           9207.     6.213091E15     6.213092E13
 1759           9208.     6.217692E15     6.217693E13
 1760           9209.     6.222287E15     6.222288E13
 1761           9210.     6.226876E15     6.226878E13
 1762           9211.     6.231460E15     6.231461E13
 1763           9212.     6.236039E15     6.236041E13
 1764           9213.     6.240612E15     6.240614E13
 1765           9214.     6.245179E15     6.245182E13
 1766           9215.     6.249742E15     6.249744E13
 1767           9216.     6.253935E15     6.253938E13
 1768           9217.     6.258094E15     6.258097E13
 1769           9218.     6.262219E15     6.262220E13
 1770           9219.     6.266308E15     6.266309E13
 1771           9220.     6.270362E15     6.270364E13
 1772           9221.     6.274384E15     6.274385E13
 1773           9222.     6.278370E15     6.278372E13
 1774           9223.     6.282322E15     6.282323E13
 1775           9224.     6.286239E15     6.286240E13
 1776           9225.     6.290122E15     6.290123E13
 1777           9226.     6.293970E15     6.293970E13
 1778           9227.     6.297783E15     6.297784E13
 1779           9228.     6.301562E15     6.301563E13
 1780           9229.     6.305306E15     6.305307E13
 1781           9230.     6.309017E15     6.309017E13
 1782           9231.     6.312692E15     6.312693E13
 1783           9232.     6.316333E15     6.316333E13
 1784           9233.     6.319939E15     6.319939E13
 1785           9234.     6.323511E15     6.323511E13
 1786           9235.     6.327049E15     6.327049E13
 1787           9236.     6.330552E15     6.330552E13
 1788           9237.     6.334020E15     6.334019E13
 1789           9238.     6.337453E15     6.337453E13
 1790           9239.     6.340853E15     6.340852E13
 1791           9240.     6.344279E15     6.344278E13
 1792           9241.     6.347677E15     6.347676E13
 1793           9242.     6.351043E15     6.351042E13
 1794           9243.     6.354382E15     6.354381E13
 1795           9244.     6.357688E15     6.357687E13
 1796           9245.     6.360967E15     6.360966E13
 1797           9246.     6.364216E15     6.364215E13
 1798           9247.     6.367435E15     6.367434E13
 1799           9248.     6.370625E15     6.370624E13
 1800           9249.     6.373785E15     6.373784E13
 1801           9250.     6.376915E15     6.376915E13
 1802           9251.     6.380016E15     6.380014E13
 1803           9252.     6.383087E15     6.383086E13
 1804           9253.     6.386129E15     6.386128E13
 1805           9254.     6.389141E15     6.389139E13
 1806           9255.     6.392123E15     6.392122E13
 1807           9256.     6.395076E15     6.395075E13
 1808           9257.     6.397999E15     6.397998E13
 1809           9258.     6.400893E15     6.400892E13
 1810           9259.     6.403757E15     6.403756E13
 1811           9260.     6.406592E15     6.406590E13
 1812           9261.     6.409396E15     6.409394E13
 1813           9262.     6.412171E15     6.412170E13
 1814           9263.     6.414918E15     6.414916E13
 1815           9264.     6.417980E15     6.417979E13
 1816           9265.     6.421041E15     6.421040E13
 1817           9266.     6.424100E15     6.424099E13
 1818           9267.     6.427157E15     6.427156E13
 1819           9268.     6.430213E15     6.430212E13
 1820           9269.     6.433266E15     6.433265E13
 1821           9270.     6.436319E15     6.436318E13
 1822           9271.     6.439368E15     6.439367E13
 1823           9272.     6.442417E15     6.442415E13
 1824           9273.     6.445463E15     6.445462E13
 1825           9274.     6.448507E15     6.448505E13
 1826           9275.     6.451550E15     6.451548E13
 1827           9276.     6.454591E15     6.454590E13
 1828           9277.     6.457629E15     6.457628E13
 1829           9278.     6.460666E15     6.460666E13
 1830           9279.     6.463701E15     6.463701E13
 1831           9280.     6.466735E15     6.466734E13
 1832           9281.     6.469767E15     6.469766E13
 1833           9282.     6.472796E15     6.472795E13
 1834           9283.     6.475824E15     6.475823E13
 1835           9284.     6.478850E15     6.478850E13
 1836           9285.     6.481874E15     6.481874E13
 1837           9286.     6.484896E15     6.484896E13
 1838           9287.     6.487916E15     6.487916E13
 1839           9288.     6.490893E15     6.490892E13
 1840           9289.     6.493862E15     6.493861E13
 1841           9290.     6.496827E15     6.496827E13
 1842           9291.     6.499787E15     6.499787E13
 1843           9292.     6.502742E15     6.502742E13
 1844           9293.     6.505690E15     6.505690E13
 1845           9294.     6.508633E15     6.508634E13
 1846           9295.     6.511571E15     6.511572E13
 1847           9296.     6.514504E15     6.514505E13
 1848           9297.     6.517431E15     6.517433E13
 1849           9298.     6.520354E15     6.520356E13
 1850           9299.     6.523271E15     6.523273E13
 1851           9300.     6.526183E15     6.526185E13
 1852           9301.     6.529090E15     6.529092E13
 1853           9302.     6.531990E15     6.531993E13
 1854           9303.     6.534886E15     6.534888E13
 1855           9304.     6.537777E15     6.537780E13
 1856           9305.     6.540662E15     6.540665E13
 1857           9306.     6.543542E15     6.543545E13
 1858           9307.     6.546416E15     6.546419E13
 1859           9308.     6.549286E15     6.549290E13
 1860           9309.     6.552150E15     6.552153E13
 1861           9310.     6.555008E15     6.555012E13
 1862           9311.     6.557862E15     6.557866E13
 1863           9312.     6.560668E15     6.560672E13
 1864           9313.     6.563464E15     6.563468E13
 1865           9314.     6.566254E15     6.566258E13
 1866           9315.     6.569034E15     6.569037E13
 1867           9316.     6.571805E15     6.571808E13
 1868           9317.     6.574568E15     6.574570E13
 1869           9318.     6.577322E15     6.577324E13
 1870           9319.     6.580067E15     6.580069E13
 1871           9320.     6.582805E15     6.582806E13
 1872           9321.     6.585532E15     6.585534E13
 1873           9322.     6.588252E15     6.588253E13
 1874           9323.     6.590962E15     6.590963E13
 1875           9324.     6.593665E15     6.593666E13
 1876           9325.     6.596359E15     6.596359E13
 1877           9326.     6.599042E15     6.599043E13
 1878           9327.     6.601719E15     6.601719E13
 1879           9328.     6.604386E15     6.604386E13
 1880           9329.     6.607045E15     6.607045E13
 1881           9330.     6.609695E15     6.609695E13
 1882           9331.     6.612337E15     6.612336E13
 1883           9332.     6.614970E15     6.614968E13
 1884           9333.     6.617594E15     6.617592E13
 1885           9334.     6.620209E15     6.620208E13
 1886           9335.     6.622816E15     6.622814E13
 1887           9336.     6.625251E15     6.625249E13
 1888           9337.     6.627663E15     6.627661E13
 1889           9338.     6.630055E15     6.630053E13
 1890           9339.     6.632424E15     6.632422E13
 1891           9340.     6.634771E15     6.634769E13
 1892           9341.     6.637097E15     6.637096E13
 1893           9342.     6.639402E15     6.639400E13
 1894           9343.     6.641683E15     6.641682E13
 1895           9344.     6.643944E15     6.643942E13
 1896           9345.     6.646183E15     6.646181E13
 1897           9346.     6.648399E15     6.648398E13
 1898           9347.     6.650595E15     6.650593E13
 1899           9348.     6.652769E15     6.652768E13
 1900           9349.     6.654921E15     6.654920E13
 1901           9350.     6.657051E15     6.657050E13
 1902           9351.     6.659159E15     6.659158E13
 1903           9352.     6.661246E15     6.661245E13
 1904           9353.     6.663310E15     6.663309E13
 1905           9354.     6.665353E15     6.665353E13
 1906           9355.     6.667375E15     6.667374E13
 1907           9356.     6.669374E15     6.669374E13
 1908           9357.     6.671352E15     6.671352E13
 1909           9358.     6.673308E15     6.673308E13
 1910           9359.     6.675242E15     6.675242E13
 1911           9360.     6.677567E15     6.677566E13
 1912           9361.     6.679903E15     6.679902E13
 1913           9362.     6.682250E15     6.682250E13
 1914           9363.     6.684608E15     6.684608E13
 1915           9364.     6.686978E15     6.686978E13
 1916           9365.     6.689359E15     6.689359E13
 1917           9366.     6.691751E15     6.691751E13
 1918           9367.     6.694154E15     6.694154E13
 1919           9368.     6.696569E15     6.696568E13
 1920           9369.     6.698995E15     6.698995E13
 1921           9370.     6.701431E15     6.701431E13
 1922           9371.     6.703879E15     6.703879E13
 1923           9372.     6.706339E15     6.706339E13
 1924           9373.     6.708809E15     6.708809E13
 1925           9374.     6.711291E15     6.711290E13
 1926           9375.     6.713783E15     6.713783E13
 1927           9376.     6.716288E15     6.716288E13
 1928           9377.     6.718803E15     6.718803E13
 1929           9378.     6.721330E15     6.721330E13
 1930           9379.     6.723868E15     6.723868E13
 1931           9380.     6.726417E15     6.726417E13
 1932           9381.     6.728978E15     6.728978E13
 1933           9382.     6.731548E15     6.731548E13
 1934           9383.     6.734132E15     6.734132E13
 1935           9384.     6.737086E15     6.737086E13
