#  Table WFC3.IR.G102.1st.sens.2.fits[1]  Tue 03:24:08 11-Jan-2011

# row      WAVELENGTH     SENSITIVITY           ERROR
#                                                    

   58           7507.     1.232428E13     7.057524E12
   59           7508.     1.251444E13     7.185836E12
   60           7509.     1.270827E13     7.316849E12
   61           7510.     1.290577E13     7.450578E12
   62           7511.     1.310693E13     7.587041E12
   63           7512.     1.328612E13     7.697998E12
   64           7513.     1.346692E13     7.810085E12
   65           7514.     1.364934E13     7.923306E12
   66           7515.     1.383337E13     8.037663E12
   67           7516.     1.401901E13     8.153158E12
   68           7517.     1.420627E13     8.269795E12
   69           7518.     1.439514E13     8.387577E12
   70           7519.     1.458563E13     8.506504E12
   71           7520.     1.477773E13     8.626582E12
   72           7521.     1.497144E13     8.747811E12
   73           7522.     1.516677E13     8.870195E12
   74           7523.     1.536371E13     8.993736E12
   75           7524.     1.556227E13     9.118437E12
   76           7525.     1.576244E13     9.244301E12
   77           7526.     1.596422E13     9.371328E12
   78           7527.     1.616761E13     9.499525E12
   79           7528.     1.637262E13     9.628891E12
   80           7529.     1.657924E13     9.759431E12
   81           7530.     1.678748E13     9.891147E12
   82           7531.     1.699733E13     1.002404E13
   83           7532.     1.720879E13     1.015811E13
   84           7533.     1.742187E13     1.029337E13
   85           7534.     1.763656E13     1.042982E13
   86           7535.     1.785287E13     1.056745E13
   87           7536.     1.816694E13     1.070766E13
   88           7537.     1.849031E13     1.085176E13
   89           7538.     1.882299E13     1.099966E13
   90           7539.     1.916497E13     1.115131E13
   91           7540.     1.951626E13     1.130663E13
   92           7541.     1.987685E13     1.146554E13
   93           7542.     2.024675E13     1.162799E13
   94           7543.     2.062596E13     1.179390E13
   95           7544.     2.101447E13     1.196320E13
   96           7545.     2.141228E13     1.213582E13
   97           7546.     2.181940E13     1.231169E13
   98           7547.     2.223583E13     1.249073E13
   99           7548.     2.266156E13     1.267289E13
  100           7549.     2.309660E13     1.285809E13
  101           7550.     2.354095E13     1.304625E13
  102           7551.     2.399460E13     1.323731E13
  103           7552.     2.445755E13     1.343121E13
  104           7553.     2.492981E13     1.362786E13
  105           7554.     2.541138E13     1.382719E13
  106           7555.     2.590225E13     1.402915E13
  107           7556.     2.640243E13     1.423366E13
  108           7557.     2.691191E13     1.444063E13
  109           7558.     2.743070E13     1.465002E13
  110           7559.     2.795879E13     1.486175E13
  111           7560.     2.851189E13     1.496425E13
  112           7561.     2.907554E13     1.506479E13
  113           7562.     2.964976E13     1.516316E13
  114           7563.     3.023454E13     1.525915E13
  115           7564.     3.082988E13     1.535254E13
  116           7565.     3.143578E13     1.544313E13
  117           7566.     3.205223E13     1.553069E13
  118           7567.     3.267926E13     1.561501E13
  119           7568.     3.331684E13     1.569589E13
  120           7569.     3.396499E13     1.577311E13
  121           7570.     3.462369E13     1.584646E13
  122           7571.     3.529296E13     1.591572E13
  123           7572.     3.597278E13     1.598068E13
  124           7573.     3.666317E13     1.604113E13
  125           7574.     3.736413E13     1.609686E13
  126           7575.     3.807563E13     1.614765E13
  127           7576.     3.879771E13     1.619328E13
  128           7577.     3.953034E13     1.623356E13
  129           7578.     4.027353E13     1.626826E13
  130           7579.     4.102729E13     1.629718E13
  131           7580.     4.179161E13     1.632009E13
  132           7581.     4.256649E13     1.633679E13
  133           7582.     4.335192E13     1.634706E13
  134           7583.     4.414792E13     1.635069E13
  135           7584.     4.490059E13     1.629831E13
  136           7585.     4.565949E13     1.623704E13
  137           7586.     4.642465E13     1.616676E13
  138           7587.     4.719606E13     1.608732E13
  139           7588.     4.797371E13     1.599859E13
  140           7589.     4.875761E13     1.590043E13
  141           7590.     4.954776E13     1.579269E13
  142           7591.     5.034417E13     1.567525E13
  143           7592.     5.114682E13     1.554796E13
  144           7593.     5.195572E13     1.541068E13
  145           7594.     5.277087E13     1.526328E13
  146           7595.     5.359227E13     1.510562E13
  147           7596.     5.441992E13     1.493756E13
  148           7597.     5.525381E13     1.475896E13
  149           7598.     5.609396E13     1.456968E13
  150           7599.     5.694035E13     1.436959E13
  151           7600.     5.779300E13     1.415854E13
  152           7601.     5.865189E13     1.393641E13
  153           7602.     5.951703E13     1.370304E13
  154           7603.     6.038842E13     1.345830E13
  155           7604.     6.126606E13     1.320206E13
  156           7605.     6.214995E13     1.293417E13
  157           7606.     6.304009E13     1.265450E13
  158           7607.     6.393647E13     1.236291E13
  159           7608.     6.482620E13     1.247085E13
  160           7609.     6.572114E13     1.257803E13
  161           7610.     6.662131E13     1.268443E13
  162           7611.     6.752668E13     1.279004E13
  163           7612.     6.843727E13     1.289484E13
  164           7613.     6.935308E13     1.299882E13
  165           7614.     7.027410E13     1.310196E13
  166           7615.     7.120035E13     1.320424E13
  167           7616.     7.213180E13     1.330565E13
  168           7617.     7.306848E13     1.340619E13
  169           7618.     7.401037E13     1.350582E13
  170           7619.     7.495747E13     1.360453E13
  171           7620.     7.590980E13     1.370231E13
  172           7621.     7.686734E13     1.379915E13
  173           7622.     7.783009E13     1.389502E13
  174           7623.     7.879807E13     1.398992E13
  175           7624.     7.977127E13     1.408382E13
  176           7625.     8.074966E13     1.417671E13
  177           7626.     8.173329E13     1.426858E13
  178           7627.     8.272212E13     1.435941E13
  179           7628.     8.371618E13     1.444918E13
  180           7629.     8.471544E13     1.453789E13
  181           7630.     8.571993E13     1.462550E13
  182           7631.     8.672963E13     1.471202E13
  183           7632.     8.781789E13     1.480082E13
  184           7633.     8.891724E13     1.488910E13
  185           7634.     9.002767E13     1.497683E13
  186           7635.     9.114919E13     1.506396E13
  187           7636.     9.228177E13     1.515047E13
  188           7637.     9.342545E13     1.523631E13
  189           7638.     9.458021E13     1.532146E13
  190           7639.     9.574606E13     1.540587E13
  191           7640.     9.692300E13     1.548950E13
  192           7641.     9.811099E13     1.557233E13
  193           7642.     9.931010E13     1.565431E13
  194           7643.     1.005203E14     1.573541E13
  195           7644.     1.017415E14     1.581559E13
  196           7645.     1.029739E14     1.589482E13
  197           7646.     1.042173E14     1.597306E13
  198           7647.     1.054718E14     1.605028E13
  199           7648.     1.067374E14     1.612643E13
  200           7649.     1.080141E14     1.620148E13
  201           7650.     1.093019E14     1.627540E13
  202           7651.     1.106007E14     1.634814E13
  203           7652.     1.119107E14     1.641968E13
  204           7653.     1.132317E14     1.648998E13
  205           7654.     1.145638E14     1.655899E13
  206           7655.     1.159070E14     1.662669E13
  207           7656.     1.175548E14     1.656842E13
  208           7657.     1.192371E14     1.650669E13
  209           7658.     1.209541E14     1.644122E13
  210           7659.     1.227056E14     1.637176E13
  211           7660.     1.244916E14     1.629804E13
  212           7661.     1.263123E14     1.621981E13
  213           7662.     1.281675E14     1.613680E13
  214           7663.     1.300573E14     1.604876E13
  215           7664.     1.319816E14     1.595543E13
  216           7665.     1.339405E14     1.585654E13
  217           7666.     1.359340E14     1.575183E13
  218           7667.     1.379620E14     1.564106E13
  219           7668.     1.400246E14     1.552395E13
  220           7669.     1.421218E14     1.540025E13
  221           7670.     1.442535E14     1.526969E13
  222           7671.     1.464198E14     1.513202E13
  223           7672.     1.486207E14     1.498697E13
  224           7673.     1.508561E14     1.483430E13
  225           7674.     1.531261E14     1.467373E13
  226           7675.     1.554307E14     1.450500E13
  227           7676.     1.577698E14     1.432787E13
  228           7677.     1.601435E14     1.414205E13
  229           7678.     1.625518E14     1.394731E13
  230           7679.     1.649946E14     1.374338E13
  231           7680.     1.674919E14     1.401505E13
  232           7681.     1.700253E14     1.429166E13
  233           7682.     1.725949E14     1.457326E13
  234           7683.     1.752006E14     1.485987E13
  235           7684.     1.778425E14     1.515154E13
  236           7685.     1.805206E14     1.544831E13
  237           7686.     1.832348E14     1.575024E13
  238           7687.     1.859851E14     1.605734E13
  239           7688.     1.887716E14     1.636966E13
  240           7689.     1.915943E14     1.668726E13
  241           7690.     1.944531E14     1.701017E13
  242           7691.     1.973481E14     1.733842E13
  243           7692.     2.002793E14     1.767207E13
  244           7693.     2.032466E14     1.801115E13
  245           7694.     2.062500E14     1.835570E13
  246           7695.     2.092896E14     1.870577E13
  247           7696.     2.123654E14     1.906139E13
  248           7697.     2.154773E14     1.942261E13
  249           7698.     2.186254E14     1.978947E13
  250           7699.     2.218096E14     2.016200E13
  251           7700.     2.250300E14     2.054026E13
  252           7701.     2.282865E14     2.092428E13
  253           7702.     2.315792E14     2.131411E13
  254           7703.     2.349081E14     2.170978E13
  255           7704.     2.379091E14     2.178876E13
  256           7705.     2.409171E14     2.186337E13
  257           7706.     2.439321E14     2.193360E13
  258           7707.     2.469542E14     2.199943E13
  259           7708.     2.499833E14     2.206084E13
  260           7709.     2.530195E14     2.211782E13
  261           7710.     2.560626E14     2.217034E13
  262           7711.     2.591128E14     2.221839E13
  263           7712.     2.621701E14     2.226194E13
  264           7713.     2.652344E14     2.230100E13
  265           7714.     2.683057E14     2.233553E13
  266           7715.     2.713840E14     2.236551E13
  267           7716.     2.744694E14     2.239094E13
  268           7717.     2.775618E14     2.241179E13
  269           7718.     2.806612E14     2.242804E13
  270           7719.     2.837677E14     2.243969E13
  271           7720.     2.868812E14     2.244670E13
  272           7721.     2.900018E14     2.244906E13
  273           7722.     2.931294E14     2.244677E13
  274           7723.     2.962640E14     2.243978E13
  275           7724.     2.994056E14     2.242810E13
  276           7725.     3.025543E14     2.241170E13
  277           7726.     3.057100E14     2.239056E13
  278           7727.     3.088727E14     2.236467E13
  279           7728.     3.117908E14     2.237163E13
  280           7729.     3.146957E14     2.237382E13
  281           7730.     3.175875E14     2.237130E13
  282           7731.     3.204663E14     2.236406E13
  283           7732.     3.233319E14     2.235215E13
  284           7733.     3.261845E14     2.233558E13
  285           7734.     3.290239E14     2.231439E13
  286           7735.     3.318502E14     2.228858E13
  287           7736.     3.346634E14     2.225821E13
  288           7737.     3.374635E14     2.222329E13
  289           7738.     3.402505E14     2.218384E13
  290           7739.     3.430244E14     2.213989E13
  291           7740.     3.457852E14     2.209147E13
  292           7741.     3.485329E14     2.203861E13
  293           7742.     3.512675E14     2.198132E13
  294           7743.     3.539889E14     2.191963E13
  295           7744.     3.566973E14     2.185358E13
  296           7745.     3.593926E14     2.178318E13
  297           7746.     3.620747E14     2.170847E13
  298           7747.     3.647438E14     2.162946E13
  299           7748.     3.673997E14     2.154618E13
  300           7749.     3.700426E14     2.145866E13
  301           7750.     3.726723E14     2.136693E13
  302           7751.     3.752889E14     2.127101E13
  303           7752.     3.780009E14     2.122753E13
  304           7753.     3.807085E14     2.118097E13
  305           7754.     3.834116E14     2.113134E13
  306           7755.     3.861103E14     2.107866E13
  307           7756.     3.888046E14     2.102291E13
  308           7757.     3.914945E14     2.096412E13
  309           7758.     3.941799E14     2.090229E13
  310           7759.     3.968609E14     2.083742E13
  311           7760.     3.995374E14     2.076953E13
  312           7761.     4.022096E14     2.069861E13
  313           7762.     4.048773E14     2.062469E13
  314           7763.     4.075405E14     2.054775E13
  315           7764.     4.101994E14     2.046782E13
  316           7765.     4.128538E14     2.038489E13
  317           7766.     4.155038E14     2.029898E13
  318           7767.     4.181494E14     2.021008E13
  319           7768.     4.207905E14     2.011822E13
  320           7769.     4.234272E14     2.002339E13
  321           7770.     4.260595E14     1.992560E13
  322           7771.     4.286874E14     1.982487E13
  323           7772.     4.313108E14     1.972118E13
  324           7773.     4.339298E14     1.961456E13
  325           7774.     4.365444E14     1.950501E13
  326           7775.     4.391545E14     1.939254E13
  327           7776.     4.422765E14     1.934640E13
  328           7777.     4.454355E14     1.929926E13
  329           7778.     4.486313E14     1.925108E13
  330           7779.     4.518639E14     1.920180E13
  331           7780.     4.551335E14     1.915139E13
  332           7781.     4.584399E14     1.909978E13
  333           7782.     4.617832E14     1.904696E13
  334           7783.     4.651633E14     1.899285E13
  335           7784.     4.685804E14     1.893742E13
  336           7785.     4.720344E14     1.888063E13
  337           7786.     4.755252E14     1.882242E13
  338           7787.     4.790528E14     1.876275E13
  339           7788.     4.826174E14     1.870158E13
  340           7789.     4.862188E14     1.863884E13
  341           7790.     4.898572E14     1.857452E13
  342           7791.     4.935323E14     1.850854E13
  343           7792.     4.972445E14     1.844088E13
  344           7793.     5.009934E14     1.837149E13
  345           7794.     5.047792E14     1.830031E13
  346           7795.     5.086020E14     1.822730E13
  347           7796.     5.124615E14     1.815241E13
  348           7797.     5.163580E14     1.807561E13
  349           7798.     5.202914E14     1.799684E13
  350           7799.     5.242616E14     1.791606E13
  351           7800.     5.286088E14     1.787844E13
  352           7801.     5.330200E14     1.783990E13
  353           7802.     5.374954E14     1.780037E13
  354           7803.     5.420347E14     1.775980E13
  355           7804.     5.466382E14     1.771810E13
  356           7805.     5.513059E14     1.767522E13
  357           7806.     5.560375E14     1.763107E13
  358           7807.     5.608332E14     1.758561E13
  359           7808.     5.656931E14     1.753875E13
  360           7809.     5.706170E14     1.749044E13
  361           7810.     5.756051E14     1.744060E13
  362           7811.     5.806571E14     1.738916E13
  363           7812.     5.857733E14     1.733606E13
  364           7813.     5.909535E14     1.728124E13
  365           7814.     5.961978E14     1.722461E13
  366           7815.     6.015063E14     1.716612E13
  367           7816.     6.068788E14     1.710569E13
  368           7817.     6.123154E14     1.704327E13
  369           7818.     6.178160E14     1.697877E13
  370           7819.     6.233807E14     1.691214E13
  371           7820.     6.290096E14     1.684331E13
  372           7821.     6.347025E14     1.677221E13
  373           7822.     6.404596E14     1.669876E13
  374           7823.     6.462806E14     1.662291E13
  375           7824.     6.520371E14     1.661656E13
  376           7825.     6.578475E14     1.660885E13
  377           7826.     6.637114E14     1.659972E13
  378           7827.     6.696293E14     1.658915E13
  379           7828.     6.756010E14     1.657710E13
  380           7829.     6.816264E14     1.656353E13
  381           7830.     6.877056E14     1.654840E13
  382           7831.     6.938387E14     1.653167E13
  383           7832.     7.000255E14     1.651330E13
  384           7833.     7.062661E14     1.649326E13
  385           7834.     7.125604E14     1.647151E13
  386           7835.     7.189087E14     1.644801E13
  387           7836.     7.253106E14     1.642272E13
  388           7837.     7.317663E14     1.639560E13
  389           7838.     7.382759E14     1.636662E13
  390           7839.     7.448393E14     1.633573E13
  391           7840.     7.514563E14     1.630290E13
  392           7841.     7.581272E14     1.626809E13
  393           7842.     7.648520E14     1.623127E13
  394           7843.     7.716305E14     1.619239E13
  395           7844.     7.784627E14     1.615141E13
  396           7845.     7.853488E14     1.610830E13
  397           7846.     7.922886E14     1.606302E13
  398           7847.     7.992823E14     1.601553E13
  399           7848.     8.059420E14     1.605101E13
  400           7849.     8.126245E14     1.608532E13
  401           7850.     8.193297E14     1.611846E13
  402           7851.     8.260577E14     1.615041E13
  403           7852.     8.328085E14     1.618116E13
  404           7853.     8.395820E14     1.621072E13
  405           7854.     8.463782E14     1.623906E13
  406           7855.     8.531974E14     1.626619E13
  407           7856.     8.600391E14     1.629209E13
  408           7857.     8.669038E14     1.631676E13
  409           7858.     8.737912E14     1.634018E13
  410           7859.     8.807014E14     1.636235E13
  411           7860.     8.876344E14     1.638326E13
  412           7861.     8.945901E14     1.640291E13
  413           7862.     9.015685E14     1.642128E13
  414           7863.     9.085697E14     1.643836E13
  415           7864.     9.155939E14     1.645415E13
  416           7865.     9.226406E14     1.646864E13
  417           7866.     9.297101E14     1.648182E13
  418           7867.     9.368024E14     1.649368E13
  419           7868.     9.439175E14     1.650422E13
  420           7869.     9.510555E14     1.651342E13
  421           7870.     9.582161E14     1.652128E13
  422           7871.     9.653995E14     1.652779E13
  423           7872.     9.721030E14     1.662063E13
  424           7873.     9.787890E14     1.671287E13
  425           7874.     9.854576E14     1.680451E13
  426           7875.     9.921087E14     1.689555E13
  427           7876.     9.987426E14     1.698600E13
  428           7877.     1.005359E15     1.707585E13
  429           7878.     1.011958E15     1.716511E13
  430           7879.     1.018539E15     1.725377E13
  431           7880.     1.025103E15     1.734185E13
  432           7881.     1.031649E15     1.742933E13
  433           7882.     1.038179E15     1.751622E13
  434           7883.     1.044690E15     1.760252E13
  435           7884.     1.051184E15     1.768824E13
  436           7885.     1.057661E15     1.777337E13
  437           7886.     1.064120E15     1.785791E13
  438           7887.     1.070562E15     1.794187E13
  439           7888.     1.076986E15     1.802525E13
  440           7889.     1.083393E15     1.810805E13
  441           7890.     1.089783E15     1.819027E13
  442           7891.     1.096155E15     1.827191E13
  443           7892.     1.102510E15     1.835297E13
  444           7893.     1.108847E15     1.843345E13
  445           7894.     1.115167E15     1.851336E13
  446           7895.     1.121469E15     1.859269E13
  447           7896.     1.127608E15     1.872984E13
  448           7897.     1.133719E15     1.886688E13
  449           7898.     1.139801E15     1.900383E13
  450           7899.     1.145854E15     1.914067E13
  451           7900.     1.151877E15     1.927741E13
  452           7901.     1.157872E15     1.941403E13
  453           7902.     1.163837E15     1.955054E13
  454           7903.     1.169773E15     1.968694E13
  455           7904.     1.175681E15     1.982323E13
  456           7905.     1.181559E15     1.995939E13
  457           7906.     1.187408E15     2.009542E13
  458           7907.     1.193228E15     2.023134E13
  459           7908.     1.199020E15     2.036712E13
  460           7909.     1.204782E15     2.050277E13
  461           7910.     1.210515E15     2.063829E13
  462           7911.     1.216219E15     2.077367E13
  463           7912.     1.221893E15     2.090891E13
  464           7913.     1.227539E15     2.104401E13
  465           7914.     1.233156E15     2.117897E13
  466           7915.     1.238744E15     2.131378E13
  467           7916.     1.244303E15     2.144843E13
  468           7917.     1.249832E15     2.158293E13
  469           7918.     1.255333E15     2.171728E13
  470           7919.     1.260805E15     2.185147E13
  471           7920.     1.266396E15     2.186514E13
  472           7921.     1.271970E15     2.187777E13
  473           7922.     1.277527E15     2.188938E13
  474           7923.     1.283067E15     2.189996E13
  475           7924.     1.288590E15     2.190953E13
  476           7925.     1.294096E15     2.191807E13
  477           7926.     1.299585E15     2.192561E13
  478           7927.     1.305056E15     2.193213E13
  479           7928.     1.310511E15     2.193765E13
  480           7929.     1.315948E15     2.194217E13
  481           7930.     1.321368E15     2.194568E13
  482           7931.     1.326771E15     2.194821E13
  483           7932.     1.332157E15     2.194974E13
  484           7933.     1.337525E15     2.195027E13
  485           7934.     1.342877E15     2.194983E13
  486           7935.     1.348211E15     2.194840E13
  487           7936.     1.353528E15     2.194599E13
  488           7937.     1.358829E15     2.194261E13
  489           7938.     1.364112E15     2.193825E13
  490           7939.     1.369378E15     2.193292E13
  491           7940.     1.374626E15     2.192663E13
  492           7941.     1.379858E15     2.191937E13
  493           7942.     1.385072E15     2.191116E13
  494           7943.     1.390270E15     2.190200E13
  495           7944.     1.395708E15     2.189050E13
  496           7945.     1.401149E15     2.187830E13
  497           7946.     1.406594E15     2.186540E13
  498           7947.     1.412042E15     2.185178E13
  499           7948.     1.417494E15     2.183747E13
  500           7949.     1.422949E15     2.182245E13
  501           7950.     1.428408E15     2.180672E13
  502           7951.     1.433870E15     2.179029E13
  503           7952.     1.439336E15     2.177315E13
  504           7953.     1.444805E15     2.175530E13
  505           7954.     1.450278E15     2.173674E13
  506           7955.     1.455754E15     2.171747E13
  507           7956.     1.461234E15     2.169749E13
  508           7957.     1.466717E15     2.167680E13
  509           7958.     1.472204E15     2.165540E13
  510           7959.     1.477694E15     2.163328E13
  511           7960.     1.483187E15     2.161045E13
  512           7961.     1.488685E15     2.158691E13
  513           7962.     1.494185E15     2.156265E13
  514           7963.     1.499689E15     2.153767E13
  515           7964.     1.505197E15     2.151198E13
  516           7965.     1.510708E15     2.148557E13
  517           7966.     1.516223E15     2.145845E13
  518           7967.     1.521740E15     2.143060E13
  519           7968.     1.526952E15     2.140639E13
  520           7969.     1.532141E15     2.138121E13
  521           7970.     1.537310E15     2.135508E13
  522           7971.     1.542457E15     2.132798E13
  523           7972.     1.547583E15     2.129995E13
  524           7973.     1.552687E15     2.127095E13
  525           7974.     1.557770E15     2.124102E13
  526           7975.     1.562832E15     2.121015E13
  527           7976.     1.567872E15     2.117834E13
  528           7977.     1.572892E15     2.114560E13
  529           7978.     1.577889E15     2.111193E13
  530           7979.     1.582866E15     2.107734E13
  531           7980.     1.587821E15     2.104183E13
  532           7981.     1.592754E15     2.100541E13
  533           7982.     1.597667E15     2.096808E13
  534           7983.     1.602558E15     2.092983E13
  535           7984.     1.607427E15     2.089069E13
  536           7985.     1.612276E15     2.085065E13
  537           7986.     1.617103E15     2.080972E13
  538           7987.     1.621908E15     2.076789E13
  539           7988.     1.626693E15     2.072517E13
  540           7989.     1.631456E15     2.068158E13
  541           7990.     1.636197E15     2.063710E13
  542           7991.     1.640918E15     2.059176E13
  543           7992.     1.645672E15     2.057567E13
  544           7993.     1.650409E15     2.055893E13
  545           7994.     1.655130E15     2.054155E13
  546           7995.     1.659833E15     2.052352E13
  547           7996.     1.664520E15     2.050485E13
  548           7997.     1.669190E15     2.048554E13
  549           7998.     1.673842E15     2.046560E13
  550           7999.     1.678478E15     2.044502E13
  551           8000.     1.683097E15     2.042381E13
  552           8001.     1.687699E15     2.040196E13
  553           8002.     1.692284E15     2.037950E13
  554           8003.     1.696852E15     2.035640E13
  555           8004.     1.701404E15     2.033269E13
  556           8005.     1.705938E15     2.030835E13
  557           8006.     1.710455E15     2.028340E13
  558           8007.     1.714956E15     2.025783E13
  559           8008.     1.719440E15     2.023165E13
  560           8009.     1.723906E15     2.020485E13
  561           8010.     1.728356E15     2.017745E13
  562           8011.     1.732789E15     2.014944E13
  563           8012.     1.737205E15     2.012082E13
  564           8013.     1.741604E15     2.009161E13
  565           8014.     1.745986E15     2.006179E13
  566           8015.     1.750351E15     2.003138E13
  567           8016.     1.754568E15     2.006313E13
  568           8017.     1.758756E15     2.009448E13
  569           8018.     1.762918E15     2.012544E13
  570           8019.     1.767051E15     2.015601E13
  571           8020.     1.771158E15     2.018619E13
  572           8021.     1.775237E15     2.021597E13
  573           8022.     1.779288E15     2.024537E13
  574           8023.     1.783312E15     2.027438E13
  575           8024.     1.787308E15     2.030300E13
  576           8025.     1.791277E15     2.033123E13
  577           8026.     1.795219E15     2.035908E13
  578           8027.     1.799133E15     2.038654E13
  579           8028.     1.803020E15     2.041362E13
  580           8029.     1.806879E15     2.044032E13
  581           8030.     1.810710E15     2.046663E13
  582           8031.     1.814514E15     2.049255E13
  583           8032.     1.818291E15     2.051810E13
  584           8033.     1.822040E15     2.054327E13
  585           8034.     1.825762E15     2.056805E13
  586           8035.     1.829456E15     2.059246E13
  587           8036.     1.833123E15     2.061648E13
  588           8037.     1.836762E15     2.064013E13
  589           8038.     1.840374E15     2.066341E13
  590           8039.     1.843958E15     2.068631E13
  591           8040.     1.847376E15     2.075088E13
  592           8041.     1.850756E15     2.081511E13
  593           8042.     1.854097E15     2.087901E13
  594           8043.     1.857400E15     2.094257E13
  595           8044.     1.860663E15     2.100579E13
  596           8045.     1.863889E15     2.106866E13
  597           8046.     1.867076E15     2.113119E13
  598           8047.     1.870224E15     2.119337E13
  599           8048.     1.873333E15     2.125520E13
  600           8049.     1.876405E15     2.131669E13
  601           8050.     1.879437E15     2.137782E13
  602           8051.     1.882431E15     2.143860E13
  603           8052.     1.885386E15     2.149902E13
  604           8053.     1.888303E15     2.155909E13
  605           8054.     1.891181E15     2.161880E13
  606           8055.     1.894021E15     2.167815E13
  607           8056.     1.896822E15     2.173713E13
  608           8057.     1.899585E15     2.179576E13
  609           8058.     1.902309E15     2.185402E13
  610           8059.     1.904994E15     2.191191E13
  611           8060.     1.907641E15     2.196944E13
  612           8061.     1.910249E15     2.202660E13
  613           8062.     1.912819E15     2.208339E13
  614           8063.     1.915350E15     2.213980E13
  615           8064.     1.918181E15     2.220798E13
  616           8065.     1.921001E15     2.227614E13
  617           8066.     1.923809E15     2.234427E13
  618           8067.     1.926606E15     2.241237E13
  619           8068.     1.929392E15     2.248044E13
  620           8069.     1.932166E15     2.254848E13
  621           8070.     1.934928E15     2.261648E13
  622           8071.     1.937679E15     2.268446E13
  623           8072.     1.940418E15     2.275240E13
  624           8073.     1.943146E15     2.282031E13
  625           8074.     1.945863E15     2.288818E13
  626           8075.     1.948568E15     2.295602E13
  627           8076.     1.951262E15     2.302383E13
  628           8077.     1.953944E15     2.309159E13
  629           8078.     1.956614E15     2.315932E13
  630           8079.     1.959274E15     2.322702E13
  631           8080.     1.961921E15     2.329467E13
  632           8081.     1.964558E15     2.336229E13
  633           8082.     1.967183E15     2.342987E13
  634           8083.     1.969796E15     2.349741E13
  635           8084.     1.972398E15     2.356491E13
  636           8085.     1.974988E15     2.363237E13
  637           8086.     1.977567E15     2.369978E13
  638           8087.     1.980135E15     2.376716E13
  639           8088.     1.982944E15     2.384744E13
  640           8089.     1.985763E15     2.392797E13
  641           8090.     1.988591E15     2.400873E13
  642           8091.     1.991427E15     2.408973E13
  643           8092.     1.994272E15     2.417098E13
  644           8093.     1.997126E15     2.425246E13
  645           8094.     1.999989E15     2.433419E13
  646           8095.     2.002861E15     2.441616E13
  647           8096.     2.005741E15     2.449837E13
  648           8097.     2.008631E15     2.458083E13
  649           8098.     2.011529E15     2.466352E13
  650           8099.     2.014436E15     2.474647E13
  651           8100.     2.017352E15     2.482965E13
  652           8101.     2.020276E15     2.491309E13
  653           8102.     2.023210E15     2.499677E13
  654           8103.     2.026152E15     2.508070E13
  655           8104.     2.029103E15     2.516488E13
  656           8105.     2.032063E15     2.524930E13
  657           8106.     2.035032E15     2.533397E13
  658           8107.     2.038010E15     2.541890E13
  659           8108.     2.040997E15     2.550407E13
  660           8109.     2.043992E15     2.558949E13
