#  Table WFC3.IR.G141.1st.sens.2.fits[1]  Tue 03:23:23 11-Jan-2011

# row      WAVELENGTH     SENSITIVITY           ERROR
#                                                    

 2092          12041.     1.063926E16     1.063510E14
 2093          12042.     1.064257E16     1.063846E14
 2094          12043.     1.064588E16     1.064183E14
 2095          12044.     1.064919E16     1.064520E14
 2096          12045.     1.065250E16     1.064856E14
 2097          12046.     1.065580E16     1.065193E14
 2098          12047.     1.065911E16     1.065529E14
 2099          12048.     1.066241E16     1.065865E14
 2100          12049.     1.066572E16     1.066201E14
 2101          12050.     1.066902E16     1.066537E14
 2102          12051.     1.067232E16     1.066873E14
 2103          12052.     1.067562E16     1.067208E14
 2104          12053.     1.067892E16     1.067544E14
 2105          12054.     1.068200E16     1.067833E14
 2106          12055.     1.068507E16     1.068121E14
 2107          12056.     1.068813E16     1.068408E14
 2108          12057.     1.069118E16     1.068694E14
 2109          12058.     1.069423E16     1.068979E14
 2110          12059.     1.069726E16     1.069263E14
 2111          12060.     1.070028E16     1.069546E14
 2112          12061.     1.070329E16     1.069827E14
 2113          12062.     1.070629E16     1.070108E14
 2114          12063.     1.070928E16     1.070388E14
 2115          12064.     1.071226E16     1.070667E14
 2116          12065.     1.071523E16     1.070944E14
 2117          12066.     1.071819E16     1.071221E14
 2118          12067.     1.072114E16     1.071497E14
 2119          12068.     1.072408E16     1.071771E14
 2120          12069.     1.072700E16     1.072045E14
 2121          12070.     1.072992E16     1.072318E14
 2122          12071.     1.073283E16     1.072589E14
 2123          12072.     1.073573E16     1.072859E14
 2124          12073.     1.073862E16     1.073129E14
 2125          12074.     1.074149E16     1.073397E14
 2126          12075.     1.074436E16     1.073664E14
 2127          12076.     1.074722E16     1.073931E14
 2128          12077.     1.075006E16     1.074196E14
 2129          12078.     1.075290E16     1.074460E14
 2130          12079.     1.075573E16     1.074724E14
 2131          12080.     1.075855E16     1.074986E14
 2132          12081.     1.076135E16     1.075247E14
 2133          12082.     1.076415E16     1.075507E14
 2134          12083.     1.076693E16     1.075766E14
 2135          12084.     1.076971E16     1.076024E14
 2136          12085.     1.077247E16     1.076281E14
 2137          12086.     1.077523E16     1.076537E14
 2138          12087.     1.077797E16     1.076792E14
 2139          12088.     1.078071E16     1.077046E14
 2140          12089.     1.078343E16     1.077299E14
 2141          12090.     1.078614E16     1.077551E14
 2142          12091.     1.078885E16     1.077802E14
 2143          12092.     1.079154E16     1.078052E14
 2144          12093.     1.079422E16     1.078300E14
 2145          12094.     1.079689E16     1.078548E14
 2146          12095.     1.079956E16     1.078795E14
 2147          12096.     1.080221E16     1.079040E14
 2148          12097.     1.080485E16     1.079285E14
 2149          12098.     1.080748E16     1.079529E14
 2150          12099.     1.081011E16     1.079771E14
 2151          12100.     1.081278E16     1.080042E14
 2152          12101.     1.081552E16     1.080342E14
 2153          12102.     1.081825E16     1.080642E14
 2154          12103.     1.082097E16     1.080941E14
 2155          12104.     1.082369E16     1.081240E14
 2156          12105.     1.082641E16     1.081538E14
 2157          12106.     1.082912E16     1.081836E14
 2158          12107.     1.083182E16     1.082133E14
 2159          12108.     1.083452E16     1.082430E14
 2160          12109.     1.083722E16     1.082726E14
 2161          12110.     1.083991E16     1.083022E14
 2162          12111.     1.084260E16     1.083317E14
 2163          12112.     1.084528E16     1.083612E14
 2164          12113.     1.084796E16     1.083907E14
 2165          12114.     1.085063E16     1.084201E14
 2166          12115.     1.085330E16     1.084494E14
 2167          12116.     1.085597E16     1.084788E14
 2168          12117.     1.085863E16     1.085080E14
 2169          12118.     1.086128E16     1.085372E14
 2170          12119.     1.086393E16     1.085664E14
 2171          12120.     1.086657E16     1.085955E14
 2172          12121.     1.086921E16     1.086246E14
 2173          12122.     1.087185E16     1.086537E14
 2174          12123.     1.087448E16     1.086827E14
 2175          12124.     1.087710E16     1.087116E14
 2176          12125.     1.087973E16     1.087405E14
 2177          12126.     1.088234E16     1.087694E14
 2178          12127.     1.088495E16     1.087982E14
 2179          12128.     1.088756E16     1.088269E14
 2180          12129.     1.089016E16     1.088556E14
 2181          12130.     1.089276E16     1.088843E14
 2182          12131.     1.089535E16     1.089129E14
 2183          12132.     1.089794E16     1.089415E14
 2184          12133.     1.090052E16     1.089700E14
 2185          12134.     1.090310E16     1.089985E14
 2186          12135.     1.090568E16     1.090270E14
 2187          12136.     1.090824E16     1.090554E14
 2188          12137.     1.091081E16     1.090837E14
 2189          12138.     1.091337E16     1.091120E14
 2190          12139.     1.091592E16     1.091403E14
 2191          12140.     1.091847E16     1.091685E14
 2192          12141.     1.092102E16     1.091966E14
 2193          12142.     1.092356E16     1.092248E14
 2194          12143.     1.092609E16     1.092528E14
 2195          12144.     1.092862E16     1.092808E14
 2196          12145.     1.093115E16     1.093088E14
 2197          12146.     1.093367E16     1.093367E14
 2198          12147.     1.093647E16     1.093637E14
 2199          12148.     1.093927E16     1.093908E14
 2200          12149.     1.094209E16     1.094179E14
 2201          12150.     1.094490E16     1.094451E14
 2202          12151.     1.094773E16     1.094723E14
 2203          12152.     1.095056E16     1.094997E14
 2204          12153.     1.095340E16     1.095270E14
 2205          12154.     1.095625E16     1.095545E14
 2206          12155.     1.095910E16     1.095820E14
 2207          12156.     1.096196E16     1.096096E14
 2208          12157.     1.096483E16     1.096373E14
 2209          12158.     1.096771E16     1.096651E14
 2210          12159.     1.097059E16     1.096929E14
 2211          12160.     1.097348E16     1.097208E14
 2212          12161.     1.097637E16     1.097487E14
 2213          12162.     1.097928E16     1.097768E14
 2214          12163.     1.098219E16     1.098048E14
 2215          12164.     1.098510E16     1.098330E14
 2216          12165.     1.098803E16     1.098613E14
 2217          12166.     1.099096E16     1.098896E14
 2218          12167.     1.099390E16     1.099179E14
 2219          12168.     1.099684E16     1.099464E14
 2220          12169.     1.099980E16     1.099749E14
 2221          12170.     1.100276E16     1.100035E14
 2222          12171.     1.100572E16     1.100321E14
 2223          12172.     1.100870E16     1.100609E14
 2224          12173.     1.101168E16     1.100897E14
 2225          12174.     1.101467E16     1.101185E14
 2226          12175.     1.101766E16     1.101475E14
 2227          12176.     1.102066E16     1.101765E14
 2228          12177.     1.102367E16     1.102056E14
 2229          12178.     1.102669E16     1.102347E14
 2230          12179.     1.102971E16     1.102639E14
 2231          12180.     1.103274E16     1.102932E14
 2232          12181.     1.103578E16     1.103226E14
 2233          12182.     1.103883E16     1.103520E14
 2234          12183.     1.104188E16     1.103815E14
 2235          12184.     1.104494E16     1.104111E14
 2236          12185.     1.104800E16     1.104407E14
 2237          12186.     1.105107E16     1.104704E14
 2238          12187.     1.105415E16     1.105002E14
 2239          12188.     1.105724E16     1.105301E14
 2240          12189.     1.106034E16     1.105600E14
 2241          12190.     1.106344E16     1.105900E14
 2242          12191.     1.106654E16     1.106200E14
 2243          12192.     1.106966E16     1.106502E14
 2244          12193.     1.107274E16     1.106706E14
 2245          12194.     1.107578E16     1.106812E14
 2246          12195.     1.107883E16     1.106919E14
 2247          12196.     1.108187E16     1.107026E14
 2248          12197.     1.108492E16     1.107133E14
 2249          12198.     1.108798E16     1.107240E14
 2250          12199.     1.109104E16     1.107347E14
 2251          12200.     1.109410E16     1.107455E14
 2252          12201.     1.109716E16     1.107563E14
 2253          12202.     1.110023E16     1.107671E14
 2254          12203.     1.110330E16     1.107780E14
 2255          12204.     1.110638E16     1.107889E14
 2256          12205.     1.110946E16     1.107998E14
 2257          12206.     1.111254E16     1.108107E14
 2258          12207.     1.111562E16     1.108216E14
 2259          12208.     1.111871E16     1.108326E14
 2260          12209.     1.112180E16     1.108436E14
 2261          12210.     1.112490E16     1.108546E14
 2262          12211.     1.112800E16     1.108656E14
 2263          12212.     1.113110E16     1.108767E14
 2264          12213.     1.113421E16     1.108877E14
 2265          12214.     1.113732E16     1.108988E14
 2266          12215.     1.114043E16     1.109100E14
 2267          12216.     1.114355E16     1.109211E14
 2268          12217.     1.114666E16     1.109323E14
 2269          12218.     1.114979E16     1.109435E14
 2270          12219.     1.115292E16     1.109547E14
 2271          12220.     1.115604E16     1.109659E14
 2272          12221.     1.115918E16     1.109772E14
 2273          12222.     1.116232E16     1.109885E14
 2274          12223.     1.116545E16     1.109998E14
 2275          12224.     1.116860E16     1.110111E14
 2276          12225.     1.117174E16     1.110224E14
 2277          12226.     1.117490E16     1.110338E14
 2278          12227.     1.117805E16     1.110452E14
 2279          12228.     1.118121E16     1.110566E14
 2280          12229.     1.118437E16     1.110681E14
 2281          12230.     1.118753E16     1.110795E14
 2282          12231.     1.119070E16     1.110910E14
 2283          12232.     1.119387E16     1.111026E14
 2284          12233.     1.119704E16     1.111141E14
 2285          12234.     1.120022E16     1.111256E14
 2286          12235.     1.120340E16     1.111372E14
 2287          12236.     1.120659E16     1.111488E14
 2288          12237.     1.120977E16     1.111604E14
 2289          12238.     1.121297E16     1.111721E14
 2290          12239.     1.121616E16     1.111838E14
 2291          12240.     1.121911E16     1.112340E14
 2292          12241.     1.122204E16     1.112842E14
 2293          12242.     1.122497E16     1.113343E14
 2294          12243.     1.122790E16     1.113843E14
 2295          12244.     1.123081E16     1.114343E14
 2296          12245.     1.123372E16     1.114842E14
 2297          12246.     1.123662E16     1.115341E14
 2298          12247.     1.123952E16     1.115839E14
 2299          12248.     1.124240E16     1.116336E14
 2300          12249.     1.124528E16     1.116833E14
 2301          12250.     1.124816E16     1.117329E14
 2302          12251.     1.125102E16     1.117824E14
 2303          12252.     1.125388E16     1.118319E14
 2304          12253.     1.125673E16     1.118814E14
 2305          12254.     1.125957E16     1.119307E14
 2306          12255.     1.126241E16     1.119800E14
 2307          12256.     1.126523E16     1.120293E14
 2308          12257.     1.126806E16     1.120785E14
 2309          12258.     1.127087E16     1.121276E14
 2310          12259.     1.127368E16     1.121767E14
 2311          12260.     1.127648E16     1.122256E14
 2312          12261.     1.127927E16     1.122746E14
 2313          12262.     1.128205E16     1.123235E14
 2314          12263.     1.128483E16     1.123723E14
 2315          12264.     1.128760E16     1.124210E14
 2316          12265.     1.129037E16     1.124697E14
 2317          12266.     1.129312E16     1.125184E14
 2318          12267.     1.129587E16     1.125669E14
 2319          12268.     1.129861E16     1.126154E14
 2320          12269.     1.130135E16     1.126639E14
 2321          12270.     1.130407E16     1.127122E14
 2322          12271.     1.130680E16     1.127606E14
 2323          12272.     1.130951E16     1.128088E14
 2324          12273.     1.131221E16     1.128570E14
 2325          12274.     1.131491E16     1.129052E14
 2326          12275.     1.131760E16     1.129532E14
 2327          12276.     1.132029E16     1.130012E14
 2328          12277.     1.132296E16     1.130492E14
 2329          12278.     1.132563E16     1.130971E14
 2330          12279.     1.132829E16     1.131449E14
 2331          12280.     1.133095E16     1.131927E14
 2332          12281.     1.133360E16     1.132404E14
 2333          12282.     1.133624E16     1.132880E14
 2334          12283.     1.133887E16     1.133355E14
 2335          12284.     1.134149E16     1.133830E14
 2336          12285.     1.134411E16     1.134305E14
 2337          12286.     1.134674E16     1.134674E14
 2338          12287.     1.134937E16     1.134937E14
 2339          12288.     1.135199E16     1.135199E14
 2340          12289.     1.135461E16     1.135461E14
 2341          12290.     1.135722E16     1.135722E14
 2342          12291.     1.135983E16     1.135983E14
 2343          12292.     1.136243E16     1.136243E14
 2344          12293.     1.136502E16     1.136502E14
 2345          12294.     1.136761E16     1.136761E14
 2346          12295.     1.137019E16     1.137019E14
 2347          12296.     1.137277E16     1.137277E14
 2348          12297.     1.137534E16     1.137534E14
 2349          12298.     1.137790E16     1.137790E14
 2350          12299.     1.138045E16     1.138046E14
 2351          12300.     1.138300E16     1.138301E14
 2352          12301.     1.138555E16     1.138555E14
 2353          12302.     1.138809E16     1.138809E14
 2354          12303.     1.139062E16     1.139062E14
 2355          12304.     1.139315E16     1.139315E14
 2356          12305.     1.139567E16     1.139567E14
 2357          12306.     1.139818E16     1.139818E14
 2358          12307.     1.140069E16     1.140069E14
 2359          12308.     1.140319E16     1.140319E14
 2360          12309.     1.140568E16     1.140568E14
 2361          12310.     1.140817E16     1.140817E14
 2362          12311.     1.141066E16     1.141066E14
 2363          12312.     1.141313E16     1.141313E14
 2364          12313.     1.141560E16     1.141561E14
 2365          12314.     1.141807E16     1.141807E14
 2366          12315.     1.142053E16     1.142053E14
 2367          12316.     1.142298E16     1.142298E14
 2368          12317.     1.142542E16     1.142543E14
 2369          12318.     1.142787E16     1.142787E14
 2370          12319.     1.143030E16     1.143030E14
 2371          12320.     1.143273E16     1.143273E14
 2372          12321.     1.143515E16     1.143515E14
 2373          12322.     1.143756E16     1.143756E14
 2374          12323.     1.143997E16     1.143997E14
 2375          12324.     1.144238E16     1.144238E14
 2376          12325.     1.144477E16     1.144477E14
 2377          12326.     1.144716E16     1.144716E14
 2378          12327.     1.144955E16     1.144955E14
 2379          12328.     1.145193E16     1.145193E14
 2380          12329.     1.145430E16     1.145430E14
 2381          12330.     1.145666E16     1.145667E14
 2382          12331.     1.145903E16     1.145903E14
 2383          12332.     1.146138E16     1.146138E14
 2384          12333.     1.146397E16     1.146397E14
 2385          12334.     1.146656E16     1.146656E14
 2386          12335.     1.146915E16     1.146915E14
 2387          12336.     1.147175E16     1.147175E14
 2388          12337.     1.147435E16     1.147435E14
 2389          12338.     1.147696E16     1.147696E14
 2390          12339.     1.147957E16     1.147957E14
 2391          12340.     1.148219E16     1.148219E14
 2392          12341.     1.148480E16     1.148481E14
 2393          12342.     1.148743E16     1.148743E14
 2394          12343.     1.149005E16     1.149005E14
 2395          12344.     1.149268E16     1.149268E14
 2396          12345.     1.149532E16     1.149532E14
 2397          12346.     1.149796E16     1.149796E14
 2398          12347.     1.150060E16     1.150060E14
 2399          12348.     1.150325E16     1.150325E14
 2400          12349.     1.150590E16     1.150590E14
 2401          12350.     1.150855E16     1.150855E14
 2402          12351.     1.151121E16     1.151121E14
 2403          12352.     1.151387E16     1.151387E14
 2404          12353.     1.151654E16     1.151654E14
 2405          12354.     1.151921E16     1.151921E14
 2406          12355.     1.152188E16     1.152188E14
 2407          12356.     1.152456E16     1.152456E14
 2408          12357.     1.152724E16     1.152724E14
 2409          12358.     1.152992E16     1.152992E14
 2410          12359.     1.153261E16     1.153261E14
 2411          12360.     1.153531E16     1.153531E14
 2412          12361.     1.153800E16     1.153800E14
 2413          12362.     1.154070E16     1.154070E14
 2414          12363.     1.154341E16     1.154341E14
 2415          12364.     1.154612E16     1.154612E14
 2416          12365.     1.154883E16     1.154883E14
 2417          12366.     1.155155E16     1.155155E14
 2418          12367.     1.155427E16     1.155427E14
 2419          12368.     1.155699E16     1.155699E14
 2420          12369.     1.155972E16     1.155972E14
 2421          12370.     1.156246E16     1.156246E14
 2422          12371.     1.156519E16     1.156519E14
 2423          12372.     1.156793E16     1.156793E14
 2424          12373.     1.157068E16     1.157068E14
 2425          12374.     1.157343E16     1.157343E14
 2426          12375.     1.157618E16     1.157618E14
 2427          12376.     1.157893E16     1.157893E14
 2428          12377.     1.158169E16     1.158169E14
 2429          12378.     1.158446E16     1.158446E14
 2430          12379.     1.158713E16     1.158713E14
 2431          12380.     1.158969E16     1.158969E14
 2432          12381.     1.159225E16     1.159225E14
 2433          12382.     1.159480E16     1.159480E14
 2434          12383.     1.159735E16     1.159735E14
 2435          12384.     1.159990E16     1.159990E14
 2436          12385.     1.160244E16     1.160244E14
 2437          12386.     1.160497E16     1.160497E14
 2438          12387.     1.160751E16     1.160751E14
 2439          12388.     1.161003E16     1.161003E14
 2440          12389.     1.161256E16     1.161256E14
 2441          12390.     1.161507E16     1.161507E14
 2442          12391.     1.161758E16     1.161759E14
 2443          12392.     1.162009E16     1.162009E14
 2444          12393.     1.162260E16     1.162260E14
 2445          12394.     1.162510E16     1.162510E14
 2446          12395.     1.162759E16     1.162759E14
 2447          12396.     1.163008E16     1.163008E14
 2448          12397.     1.163256E16     1.163257E14
 2449          12398.     1.163504E16     1.163504E14
 2450          12399.     1.163752E16     1.163752E14
 2451          12400.     1.163999E16     1.163999E14
 2452          12401.     1.164246E16     1.164246E14
 2453          12402.     1.164492E16     1.164492E14
 2454          12403.     1.164738E16     1.164738E14
 2455          12404.     1.164983E16     1.164983E14
 2456          12405.     1.165228E16     1.165228E14
 2457          12406.     1.165472E16     1.165472E14
 2458          12407.     1.165716E16     1.165716E14
 2459          12408.     1.165959E16     1.165959E14
 2460          12409.     1.166202E16     1.166202E14
 2461          12410.     1.166445E16     1.166445E14
 2462          12411.     1.166687E16     1.166687E14
 2463          12412.     1.166928E16     1.166928E14
 2464          12413.     1.167169E16     1.167169E14
 2465          12414.     1.167410E16     1.167410E14
 2466          12415.     1.167650E16     1.167650E14
 2467          12416.     1.167889E16     1.167890E14
 2468          12417.     1.168129E16     1.168129E14
 2469          12418.     1.168367E16     1.168368E14
 2470          12419.     1.168606E16     1.168606E14
 2471          12420.     1.168843E16     1.168844E14
 2472          12421.     1.169081E16     1.169081E14
 2473          12422.     1.169318E16     1.169318E14
 2474          12423.     1.169554E16     1.169554E14
 2475          12424.     1.169790E16     1.169790E14
 2476          12425.     1.170025E16     1.170026E14
 2477          12426.     1.170257E16     1.170255E14
 2478          12427.     1.170487E16     1.170484E14
 2479          12428.     1.170718E16     1.170712E14
 2480          12429.     1.170947E16     1.170939E14
 2481          12430.     1.171176E16     1.171166E14
 2482          12431.     1.171404E16     1.171392E14
 2483          12432.     1.171631E16     1.171617E14
 2484          12433.     1.171858E16     1.171842E14
 2485          12434.     1.172085E16     1.172066E14
 2486          12435.     1.172310E16     1.172290E14
 2487          12436.     1.172535E16     1.172513E14
 2488          12437.     1.172760E16     1.172735E14
 2489          12438.     1.172984E16     1.172957E14
 2490          12439.     1.173207E16     1.173178E14
 2491          12440.     1.173429E16     1.173399E14
 2492          12441.     1.173651E16     1.173619E14
 2493          12442.     1.173873E16     1.173838E14
 2494          12443.     1.174093E16     1.174057E14
 2495          12444.     1.174314E16     1.174275E14
 2496          12445.     1.174533E16     1.174492E14
 2497          12446.     1.174752E16     1.174709E14
 2498          12447.     1.174970E16     1.174925E14
 2499          12448.     1.175187E16     1.175141E14
 2500          12449.     1.175404E16     1.175355E14
 2501          12450.     1.175621E16     1.175570E14
 2502          12451.     1.175837E16     1.175783E14
 2503          12452.     1.176052E16     1.175997E14
 2504          12453.     1.176266E16     1.176209E14
 2505          12454.     1.176480E16     1.176421E14
 2506          12455.     1.176693E16     1.176632E14
 2507          12456.     1.176906E16     1.176843E14
 2508          12457.     1.177118E16     1.177052E14
 2509          12458.     1.177329E16     1.177262E14
 2510          12459.     1.177540E16     1.177470E14
 2511          12460.     1.177750E16     1.177678E14
 2512          12461.     1.177960E16     1.177886E14
 2513          12462.     1.178169E16     1.178093E14
 2514          12463.     1.178377E16     1.178299E14
 2515          12464.     1.178584E16     1.178504E14
 2516          12465.     1.178791E16     1.178709E14
 2517          12466.     1.178998E16     1.178914E14
 2518          12467.     1.179204E16     1.179117E14
 2519          12468.     1.179409E16     1.179321E14
 2520          12469.     1.179613E16     1.179523E14
 2521          12470.     1.179817E16     1.179725E14
 2522          12471.     1.180021E16     1.179926E14
 2523          12472.     1.180221E16     1.180126E14
 2524          12473.     1.180419E16     1.180324E14
 2525          12474.     1.180617E16     1.180522E14
 2526          12475.     1.180813E16     1.180719E14
 2527          12476.     1.181009E16     1.180915E14
 2528          12477.     1.181204E16     1.181111E14
 2529          12478.     1.181398E16     1.181305E14
 2530          12479.     1.181592E16     1.181499E14
 2531          12480.     1.181785E16     1.181692E14
 2532          12481.     1.181976E16     1.181884E14
 2533          12482.     1.182168E16     1.182076E14
 2534          12483.     1.182358E16     1.182267E14
 2535          12484.     1.182547E16     1.182456E14
 2536          12485.     1.182736E16     1.182646E14
 2537          12486.     1.182924E16     1.182834E14
 2538          12487.     1.183111E16     1.183021E14
 2539          12488.     1.183298E16     1.183208E14
 2540          12489.     1.183483E16     1.183394E14
 2541          12490.     1.183668E16     1.183579E14
 2542          12491.     1.183852E16     1.183764E14
 2543          12492.     1.184036E16     1.183947E14
 2544          12493.     1.184218E16     1.184130E14
 2545          12494.     1.184400E16     1.184312E14
 2546          12495.     1.184581E16     1.184494E14
 2547          12496.     1.184761E16     1.184674E14
 2548          12497.     1.184940E16     1.184854E14
 2549          12498.     1.185119E16     1.185033E14
 2550          12499.     1.185296E16     1.185211E14
 2551          12500.     1.185473E16     1.185388E14
 2552          12501.     1.185650E16     1.185565E14
 2553          12502.     1.185825E16     1.185741E14
 2554          12503.     1.186000E16     1.185916E14
 2555          12504.     1.186174E16     1.186090E14
 2556          12505.     1.186347E16     1.186264E14
 2557          12506.     1.186519E16     1.186436E14
 2558          12507.     1.186690E16     1.186608E14
 2559          12508.     1.186861E16     1.186779E14
 2560          12509.     1.187031E16     1.186950E14
 2561          12510.     1.187200E16     1.187119E14
 2562          12511.     1.187369E16     1.187288E14
 2563          12512.     1.187536E16     1.187456E14
 2564          12513.     1.187703E16     1.187623E14
 2565          12514.     1.187869E16     1.187789E14
 2566          12515.     1.188035E16     1.187955E14
 2567          12516.     1.188199E16     1.188120E14
 2568          12517.     1.188363E16     1.188284E14
 2569          12518.     1.188526E16     1.188447E14
 2570          12519.     1.188717E16     1.188643E14
 2571          12520.     1.188909E16     1.188840E14
 2572          12521.     1.189101E16     1.189036E14
 2573          12522.     1.189294E16     1.189233E14
 2574          12523.     1.189487E16     1.189431E14
 2575          12524.     1.189681E16     1.189629E14
 2576          12525.     1.189876E16     1.189828E14
 2577          12526.     1.190070E16     1.190027E14
 2578          12527.     1.190265E16     1.190226E14
 2579          12528.     1.190461E16     1.190426E14
 2580          12529.     1.190657E16     1.190627E14
 2581          12530.     1.190853E16     1.190828E14
 2582          12531.     1.191050E16     1.191029E14
 2583          12532.     1.191248E16     1.191231E14
 2584          12533.     1.191445E16     1.191433E14
 2585          12534.     1.191644E16     1.191635E14
 2586          12535.     1.191842E16     1.191839E14
 2587          12536.     1.192042E16     1.192042E14
 2588          12537.     1.192241E16     1.192246E14
 2589          12538.     1.192441E16     1.192451E14
 2590          12539.     1.192642E16     1.192655E14
 2591          12540.     1.192843E16     1.192861E14
 2592          12541.     1.193044E16     1.193067E14
 2593          12542.     1.193246E16     1.193273E14
 2594          12543.     1.193448E16     1.193480E14
 2595          12544.     1.193651E16     1.193687E14
 2596          12545.     1.193854E16     1.193895E14
 2597          12546.     1.194058E16     1.194103E14
 2598          12547.     1.194262E16     1.194311E14
 2599          12548.     1.194467E16     1.194520E14
 2600          12549.     1.194672E16     1.194730E14
 2601          12550.     1.194877E16     1.194940E14
 2602          12551.     1.195083E16     1.195150E14
 2603          12552.     1.195290E16     1.195361E14
 2604          12553.     1.195497E16     1.195572E14
 2605          12554.     1.195704E16     1.195784E14
 2606          12555.     1.195912E16     1.195996E14
 2607          12556.     1.196120E16     1.196209E14
 2608          12557.     1.196329E16     1.196422E14
 2609          12558.     1.196538E16     1.196635E14
 2610          12559.     1.196747E16     1.196849E14
 2611          12560.     1.196957E16     1.197064E14
 2612          12561.     1.197168E16     1.197279E14
 2613          12562.     1.197379E16     1.197494E14
 2614          12563.     1.197590E16     1.197710E14
 2615          12564.     1.197802E16     1.197926E14
 2616          12565.     1.197988E16     1.198118E14
 2617          12566.     1.198148E16     1.198283E14
 2618          12567.     1.198305E16     1.198447E14
 2619          12568.     1.198461E16     1.198609E14
 2620          12569.     1.198615E16     1.198769E14
 2621          12570.     1.198767E16     1.198928E14
 2622          12571.     1.198918E16     1.199084E14
 2623          12572.     1.199067E16     1.199239E14
 2624          12573.     1.199214E16     1.199392E14
 2625          12574.     1.199360E16     1.199544E14
 2626          12575.     1.199503E16     1.199694E14
 2627          12576.     1.199645E16     1.199842E14
 2628          12577.     1.199785E16     1.199988E14
 2629          12578.     1.199923E16     1.200132E14
 2630          12579.     1.200060E16     1.200275E14
 2631          12580.     1.200195E16     1.200416E14
 2632          12581.     1.200328E16     1.200555E14
 2633          12582.     1.200459E16     1.200693E14
 2634          12583.     1.200589E16     1.200828E14
 2635          12584.     1.200717E16     1.200962E14
 2636          12585.     1.200843E16     1.201094E14
 2637          12586.     1.200967E16     1.201225E14
 2638          12587.     1.201090E16     1.201354E14
 2639          12588.     1.201210E16     1.201481E14
 2640          12589.     1.201330E16     1.201606E14
 2641          12590.     1.201447E16     1.201729E14
 2642          12591.     1.201563E16     1.201851E14
 2643          12592.     1.201676E16     1.201971E14
 2644          12593.     1.201789E16     1.202089E14
 2645          12594.     1.201899E16     1.202206E14
 2646          12595.     1.202007E16     1.202320E14
 2647          12596.     1.202114E16     1.202433E14
 2648          12597.     1.202219E16     1.202545E14
 2649          12598.     1.202323E16     1.202654E14
 2650          12599.     1.202424E16     1.202762E14
 2651          12600.     1.202524E16     1.202868E14
 2652          12601.     1.202622E16     1.202972E14
 2653          12602.     1.202719E16     1.203075E14
 2654          12603.     1.202813E16     1.203175E14
 2655          12604.     1.202906E16     1.203275E14
 2656          12605.     1.202997E16     1.203372E14
 2657          12606.     1.203087E16     1.203467E14
 2658          12607.     1.203174E16     1.203561E14
 2659          12608.     1.203260E16     1.203653E14
 2660          12609.     1.203344E16     1.203743E14
 2661          12610.     1.203427E16     1.203832E14
 2662          12611.     1.203507E16     1.203918E14
 2663          12612.     1.203632E16     1.204047E14
 2664          12613.     1.203756E16     1.204175E14
 2665          12614.     1.203881E16     1.204304E14
 2666          12615.     1.204005E16     1.204433E14
 2667          12616.     1.204130E16     1.204563E14
 2668          12617.     1.204255E16     1.204692E14
 2669          12618.     1.204381E16     1.204821E14
 2670          12619.     1.204506E16     1.204951E14
 2671          12620.     1.204632E16     1.205081E14
 2672          12621.     1.204757E16     1.205211E14
 2673          12622.     1.204883E16     1.205341E14
 2674          12623.     1.205010E16     1.205471E14
 2675          12624.     1.205136E16     1.205602E14
 2676          12625.     1.205262E16     1.205732E14
 2677          12626.     1.205389E16     1.205863E14
 2678          12627.     1.205516E16     1.205994E14
 2679          12628.     1.205642E16     1.206125E14
 2680          12629.     1.205770E16     1.206257E14
 2681          12630.     1.205897E16     1.206388E14
 2682          12631.     1.206024E16     1.206520E14
 2683          12632.     1.206152E16     1.206652E14
 2684          12633.     1.206280E16     1.206784E14
 2685          12634.     1.206408E16     1.206916E14
 2686          12635.     1.206536E16     1.207048E14
 2687          12636.     1.206664E16     1.207181E14
 2688          12637.     1.206792E16     1.207313E14
 2689          12638.     1.206921E16     1.207446E14
 2690          12639.     1.207050E16     1.207579E14
 2691          12640.     1.207178E16     1.207712E14
 2692          12641.     1.207308E16     1.207846E14
 2693          12642.     1.207437E16     1.207979E14
 2694          12643.     1.207566E16     1.208112E14
 2695          12644.     1.207696E16     1.208246E14
 2696          12645.     1.207825E16     1.208380E14
 2697          12646.     1.207955E16     1.208514E14
 2698          12647.     1.208085E16     1.208649E14
 2699          12648.     1.208215E16     1.208783E14
 2700          12649.     1.208346E16     1.208918E14
 2701          12650.     1.208476E16     1.209053E14
 2702          12651.     1.208607E16     1.209187E14
 2703          12652.     1.208738E16     1.209322E14
 2704          12653.     1.208869E16     1.209458E14
 2705          12654.     1.209000E16     1.209593E14
 2706          12655.     1.209131E16     1.209729E14
 2707          12656.     1.209263E16     1.209865E14
 2708          12657.     1.209395E16     1.210001E14
 2709          12658.     1.209548E16     1.210157E14
 2710          12659.     1.209724E16     1.210334E14
 2711          12660.     1.209902E16     1.210514E14
 2712          12661.     1.210082E16     1.210695E14
 2713          12662.     1.210264E16     1.210879E14
 2714          12663.     1.210447E16     1.211065E14
 2715          12664.     1.210633E16     1.211252E14
 2716          12665.     1.210821E16     1.211442E14
 2717          12666.     1.211011E16     1.211633E14
 2718          12667.     1.211203E16     1.211827E14
 2719          12668.     1.211397E16     1.212022E14
 2720          12669.     1.211592E16     1.212219E14
 2721          12670.     1.211790E16     1.212419E14
 2722          12671.     1.211990E16     1.212620E14
 2723          12672.     1.212191E16     1.212824E14
